ID	C_A.ACA	C_A.ACC	C_A.ACG	C_A.ACT	C_A.CCA	C_A.CCC	C_A.CCG	C_A.CCT	C_A.GCA	C_A.GCC	C_A.GCG	C_A.GCT	C_A.TCA	C_A.TCC	C_A.TCG	C_A.TCT	C_G.ACA	C_G.ACC	C_G.ACG	C_G.ACT	C_G.CCA	C_G.CCC	C_G.CCG	C_G.CCT	C_G.GCA	C_G.GCC	C_G.GCG	C_G.GCT	C_G.TCA	C_G.TCC	C_G.TCG	C_G.TCT	C_T.ACA	C_T.ACC	C_T.ACG	C_T.ACT	C_T.CCA	C_T.CCC	C_T.CCG	C_T.CCT	C_T.GCA	C_T.GCC	C_T.GCG	C_T.GCT	C_T.TCA	C_T.TCC	C_T.TCG	C_T.TCT	T_A.ATA	T_A.ATC	T_A.ATG	T_A.ATT	T_A.CTA	T_A.CTC	T_A.CTG	T_A.CTT	T_A.GTA	T_A.GTC	T_A.GTG	T_A.GTT	T_A.TTA	T_A.TTC	T_A.TTG	T_A.TTT	T_C.ATA	T_C.ATC	T_C.ATG	T_C.ATT	T_C.CTA	T_C.CTC	T_C.CTG	T_C.CTT	T_C.GTA	T_C.GTC	T_C.GTG	T_C.GTT	T_C.TTA	T_C.TTC	T_C.TTG	T_C.TTT	T_G.ATA	T_G.ATC	T_G.ATG	T_G.ATT	T_G.CTA	T_G.CTC	T_G.CTG	T_G.CTT	T_G.GTA	T_G.GTC	T_G.GTG	T_G.GTT	T_G.TTA	T_G.TTC	T_G.TTG	T_G.TTT
TCGA-05-4433-01A-22D-1855-08	0	2	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	1	2	7	0	0	0	4	0	3	2	6	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
TCGA-05-4434-01A-01D-1265-08	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	2	0	4	1	3	1	1	1	1	4	1	2	2	3	5	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
TCGA-05-5420-01A-01D-1625-08	2	1	3	1	5	5	3	1	4	1	2	0	3	4	1	0	0	0	0	0	2	0	1	1	0	2	0	1	0	2	0	1	2	3	3	0	2	3	7	2	1	1	5	0	2	4	4	3	1	0	1	0	0	1	3	1	0	2	3	0	0	0	0	1	1	0	2	1	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
TCGA-05-5423-01A-01D-1625-08	5	6	3	2	16	7	9	2	3	7	4	1	1	4	3	2	2	1	1	1	1	3	0	1	1	0	0	0	2	3	0	2	1	1	7	0	3	2	5	1	3	5	6	0	7	3	1	3	0	1	2	0	3	1	3	1	0	2	1	0	0	0	0	2	0	1	2	1	0	2	2	1	2	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
TCGA-05-5425-01A-02D-1625-08	15	15	18	22	29	32	21	28	11	26	23	14	25	29	14	30	2	2	1	2	4	4	4	10	4	1	3	2	13	7	4	12	8	7	5	3	13	12	14	16	9	8	9	8	7	10	6	10	3	4	4	2	1	5	10	10	4	1	2	4	3	1	4	1	7	3	5	6	3	1	8	3	4	2	4	4	1	0	1	2	1	0	0	2	1	0	4	6	0	0	0	0	3	1	1	1
TCGA-05-5428-01A-01D-1625-08	10	10	8	5	19	21	10	17	8	14	7	5	17	10	9	7	4	1	1	1	1	2	2	1	0	3	2	2	10	6	5	21	3	2	4	1	13	6	11	8	0	5	6	3	45	15	10	20	3	0	0	2	3	5	5	3	1	2	0	0	1	0	3	0	1	0	1	1	1	2	1	0	2	0	0	1	1	0	0	1	1	1	0	0	0	2	3	2	0	2	1	0	0	0	2	0
TCGA-05-5429-01A-01D-1625-08	1	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	6	1	0	0	5	0	0	2	6	1	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0
TCGA-05-5715-01A-01D-1625-08	1	2	0	0	2	1	0	2	0	2	1	0	3	3	0	0	0	0	0	0	1	1	0	1	0	0	0	0	15	8	1	17	2	0	5	1	1	1	4	2	3	1	8	2	19	5	11	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TCGA-06-0119-01A-08D-1490-08	0	3	0	0	2	2	1	1	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	2	14	0	2	1	8	1	2	1	7	1	1	2	6	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	2	1	0	1	2	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
TCGA-06-0122-01A-01D-1490-08	0	0	0	1	0	0	0	2	0	0	0	1	0	1	0	1	0	2	1	0	0	0	0	0	1	0	1	2	3	3	0	1	3	1	21	2	1	0	8	2	2	0	13	0	1	3	2	2	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	1	0
TCGA-06-0124-01A-01D-1490-08	0	0	0	2	0	2	1	0	0	0	0	1	4	1	0	0	4	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	3	13	0	1	2	4	0	0	1	9	1	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
TCGA-06-0125-01A-01D-1490-08	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	1	15	0	0	2	13	2	1	0	15	0	2	1	4	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0125-02A-11D-2280-08	0	0	0	1	0	0	0	1	1	1	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	1	13	0	0	2	13	2	2	1	15	1	2	2	4	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	2	1	2	1	1	1	0	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1
TCGA-06-0126-01A-01D-1490-08	1	0	0	2	0	3	1	2	0	0	0	0	3	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	2	11	2	1	1	8	2	0	2	5	1	0	2	2	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
TCGA-06-0128-01A-01D-1490-08	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	3	2	0	1	0	0	0	1	0	1	0	1	0	0	7	2	1	2	8	0	0	3	3	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	0	1	1	3	0	2	0	1	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
TCGA-06-0129-01A-01D-1490-08	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	5	0	1	0	3	1	1	2	6	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
TCGA-06-0130-01A-01D-1490-08	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	1	3	0	0	2	3	1	1	2	1	2	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
TCGA-06-0132-01A-02D-1491-08	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1	1	0	2	2	0	1	5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0137-01A-01D-1490-08	1	2	0	0	2	0	2	1	1	1	0	2	0	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	38	0	0	0	10	1	0	1	19	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0139-01A-01D-1490-08	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0140-01A-01D-1490-08	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	0	1	3	1	11	0	2	1	9	2	1	2	5	2	1	2	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
TCGA-06-0141-01A-01D-1490-08	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TCGA-06-0142-01A-01D-1490-08	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	3	1	1	1	2	0	0	3	3	0	1	2	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TCGA-06-0145-01A-01D-1490-08	0	2	0	0	4	3	0	2	0	1	0	2	1	1	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	1	3	0	23	4	3	5	9	2	1	1	18	0	0	5	8	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	1	1	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TCGA-06-0151-01A-01D-1491-08	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	2	0	1	3	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0152-01A-02D-1492-08	1	1	0	1	1	2	0	0	0	0	2	0	0	1	3	1	0	0	0	0	0	1	1	1	0	0	0	0	2	1	0	0	1	0	13	0	1	1	8	2	1	2	7	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	3
TCGA-06-0152-02A-01D-2280-08	0	2	1	1	0	2	0	2	1	1	1	0	1	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	20	1	2	0	11	0	0	4	10	2	0	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0154-01A-03D-1491-08	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	13	1	3	0	13	2	0	0	9	1	2	0	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0155-01B-01D-1492-08	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	20	2	0	1	4	2	1	2	15	0	1	3	2	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	2	1	0	0	0	1	1	0	1	3	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0
TCGA-06-0157-01A-01D-1491-08	0	2	0	0	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	4	11	0	1	0	9	3	0	3	14	0	0	1	3	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0158-01A-01D-1491-08	1	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	2	0	0	0	2	1	1	0	0	14	0	1	2	7	0	0	0	8	0	0	1	6	3	0	0	0	0	1	0	2	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
TCGA-06-0165-01A-01D-1491-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0166-01A-01D-1491-08	0	1	0	0	2	0	0	2	0	0	1	0	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	7	0	0	1	2	0	2	2	2	1	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TCGA-06-0167-01A-01D-1491-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0168-01A-01D-1491-08	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	6	0	2	1	6	0	0	0	4	0	0	0	7	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TCGA-06-0169-01A-01D-1490-08	0	1	0	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	2	9	0	0	1	7	1	0	3	5	2	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
TCGA-06-0171-01A-02D-1491-08	0	0	0	2	0	1	0	3	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	2	2	12	0	1	4	5	1	0	0	7	0	1	0	4	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TCGA-06-0171-02A-11D-2280-08	0	0	0	0	0	1	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	10	0	0	3	3	1	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0173-01A-01D-1491-08	1	1	0	0	1	1	1	2	1	2	0	1	0	2	0	2	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	13	1	1	3	10	1	0	3	10	1	2	3	6	0	0	2	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	2	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TCGA-06-0174-01A-01D-1491-08	1	2	0	2	0	2	1	1	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	1	3	17	1	0	0	8	0	0	4	17	0	1	1	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	1	0	0	1	0	2	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0
TCGA-06-0184-01A-01D-1491-08	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	2	13	1	2	4	6	4	4	0	8	1	0	1	5	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TCGA-06-0185-01A-01D-1491-08	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	2	13	1	1	1	16	1	2	0	4	3	2	2	5	2	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TCGA-06-0187-01A-01D-1491-08	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	1	0	2	7	1	0	1	5	0	0	0	1	0	0	1	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1
TCGA-06-0188-01A-01D-1491-08	0	0	0	0	0	2	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	12	0	1	3	6	0	2	2	9	1	1	0	4	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	2	1	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
TCGA-06-0189-01A-01D-1491-08	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	8	0	0	0	1	1	0	1	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
TCGA-06-0190-01A-01D-1491-08	1	3	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	2	16	0	1	0	9	1	3	0	13	1	0	2	9	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0190-02A-01D-2280-08	2	4	0	0	2	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	2	0	0	3	2	2	16	1	3	0	8	2	3	0	12	1	2	1	8	1	0	0	0	1	0	1	1	3	0	2	1	1	0	0	0	0	2	4	2	5	2	0	1	1	6	2	3	2	0	0	2	1	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0
TCGA-06-0192-01B-01D-1492-08	2	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	3	1	20	1	1	1	4	0	1	2	13	1	1	3	5	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	1	0	0
TCGA-06-0195-01B-01D-1491-08	1	1	0	0	0	2	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	16	1	5	4	5	4	0	2	9	0	5	2	4	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
TCGA-06-0209-01A-01D-1491-08	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	2	0	1	0	1	0	0	0	0	0	0	0	4	0	0	18	1	3	1	11	2	1	1	13	1	3	2	7	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	3	0	1	1	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0210-01B-01D-1491-08	0	0	0	1	0	2	0	1	2	0	0	1	0	0	0	1	1	0	0	1	0	1	0	2	1	1	0	0	0	1	0	1	2	1	18	0	2	1	6	1	0	0	7	1	1	0	5	1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
TCGA-06-0210-02A-01D-2280-08	1	0	0	1	0	2	0	1	3	0	0	1	0	0	0	1	1	0	1	1	0	1	0	2	1	1	0	0	0	1	0	1	1	1	20	0	2	1	7	2	0	0	9	1	0	0	4	1	0	0	1	0	0	0	2	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
TCGA-06-0211-01B-01D-1491-08	0	1	0	0	2	2	0	1	1	0	0	2	1	0	0	0	0	1	0	0	1	2	0	2	0	0	0	0	1	0	1	1	0	1	11	2	0	1	8	1	2	1	7	1	1	4	5	2	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
TCGA-06-0211-02A-02D-2280-08	0	1	0	0	1	2	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	1	0	0	1	0	1	13	0	0	2	7	3	2	1	6	0	2	2	6	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
TCGA-06-0213-01A-01D-1491-08	0	1	0	1	3	2	0	0	0	0	0	1	1	2	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	1	3	2	6	0	1	7	4	2	2	2	5	2	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
TCGA-06-0214-01A-02D-1491-08	0	1	0	1	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	3	4	14	2	4	8	5	6	0	2	6	0	3	3	6	2	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	1	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0216-01B-01D-1492-08	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	2	2	0	12	3	0	4	10	1	1	0	3	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	2	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TCGA-06-0219-01A-01D-1491-08	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	2	0	1	1	0	0	0	0	1	1	0	0	1	0	2	0	0	0	0	5	0	1	0	7	0	0	2	6	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TCGA-06-0221-01A-01D-1491-08	0	0	0	0	0	1	0	2	0	1	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	2	1	1	3	0	0	2	5	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0221-02A-11D-2280-08	1	0	0	0	1	2	1	3	1	3	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	3	1	1	1	4	0	0	1	4	3	1	1	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	3	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0237-01A-02D-1491-08	0	2	0	0	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	14	1	1	0	5	1	0	1	8	0	1	1	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
TCGA-06-0238-01A-02D-1492-08	0	3	0	0	2	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	5	0	0	2	3	0	0	2	5	1	1	1	2	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
